# DFT Ca²⁺/Ln³⁺ discriminator — auto-generated
# E_aquo_Ca − E_aquo_La = -646.064556 Ha (= -405411.65 kcal/mol)
# ΔΔE(Ca − La) = (E_holo_Ca − E_holo_La) − (E_aquo_Ca − E_aquo_La)
# Class: Ln-evolved ≥ +20; Ln-preferring +5 to +20; marginal 0 to +5; ambiguous -5 to 0; Ca-evolved < -5
stem	n_atoms	E_La	E_Ca	E_apo	E_water	ddE_kcal	class
A0A3R8RFW1_actinobacteriota	15	-488.495726	-1134.561328	-457.150275	-76.428549	-0.66	ambiguous
NZ_AXAS01000040_1_32_iptm0_971_s0	35	-1024.252667	-1670.318295	-992.805810	-76.428549	-0.67	ambiguous
A0A6I3J4N7_actinobacteriota	46	-1383.584046	-2029.649682	-1352.121202	-76.428549	-0.68	ambiguous
A0A3D4VBR5_gemmatimonadota	15	-488.495759	-1134.561402	-457.145628	-76.428549	-0.68	ambiguous
NZ_JAIRDQ010000001_1_959_iptm0_967_s0	34	-965.291561	-1611.357212	-933.833261	-76.428549	-0.69	ambiguous
NZ_LMND01000031_1_130_iptm0_906_s0	17	-468.964683	-1115.030335	-437.666931	-76.428549	-0.69	ambiguous
Q1GXJ1_TBDR_methylobacillus_methylococcales	37	-1041.768953	-1687.834606	-1010.330762	-76.428549	-0.69	ambiguous
A0A6F8YIE8_actinobacteriota	46	-1292.403323	-1938.469011	-1260.921467	-76.428549	-0.71	ambiguous
RXJC01000147_1_15_iptm0_968_s0	34	-965.388040	-1611.453760	-933.924091	-76.428549	-0.73	ambiguous
03_Euk_a0a9p7hge8_domain1chaina-pqq-la_model	48	-1942.388256	-2588.454009	-1910.916612	-76.428549	-0.75	ambiguous
03_Euk_l8gul7_domain1chaina-pqq-la_model	48	-1942.332582	-2588.398339	-1910.864460	-76.428549	-0.75	ambiguous
03_Euk_a0a1x7rys5_domain1chaina-pqq-la_model	48	-1942.269555	-2588.335354	-1910.802189	-76.428549	-0.78	ambiguous
NZ_RQIT01000014_1_107_iptm0_973_s0	34	-965.537152	-1611.603024	-934.075833	-76.428549	-0.83	ambiguous
NZ_ATYB01000014_1_1897_iptm0_955_s0	21	-567.056027	-1213.121905	-535.712602	-76.428549	-0.83	ambiguous
A0A6L3VK30_actinobacteriota	18	-527.757373	-1173.823279	-496.436262	-76.428549	-0.85	ambiguous
NZ_CP059398_1_1374_iptm0_971_s0	34	-965.257308	-1611.323254	-933.797197	-76.428549	-0.87	ambiguous
NZ_CP013949_1_5437_iptm0_973_s0	34	-965.213468	-1611.279420	-933.756617	-76.428549	-0.88	ambiguous
03_Euk_a0aa38y1z6_domain2_contigchaina-pqq-la_model	39	-1733.116494	-2379.182460	-1701.728367	-76.428549	-0.88	ambiguous
MUNW01000076_1_3_iptm0_962_s0	29	-717.382516	-1363.448545	-686.078871	-76.428549	-0.92	ambiguous
NZ_LMNJ01000036_1_12_iptm0_958_s0	15	-488.479466	-1134.545508	-457.122014	-76.428549	-0.93	ambiguous
NZ_JAFCJT010000030_1_22_iptm0_965_s0	34	-965.501584	-1611.567634	-934.034678	-76.428549	-0.94	ambiguous
03_Euk_a0a2j6sgg2_domain1chaina-pqq-la_model	55	-2163.611453	-2809.677530	-2132.080496	-76.428549	-0.95	ambiguous
A0A840IGR0_conexibacter	26	-756.643564	-1402.709650	-725.275451	-76.428549	-0.96	ambiguous
NZ_JABXYK010000003_1_221_iptm0_929_s0	24	-643.457649	-1289.523741	-612.094692	-76.428549	-0.96	ambiguous
NZ_LFJB01000074_1_20_iptm0_966_s0	34	-965.547510	-1611.613614	-934.085764	-76.428549	-0.97	ambiguous
Q73XC4_actinobacteriota	31	-835.108890	-1481.175070	-803.756808	-76.428549	-1.02	ambiguous
A0A510HIP8_actinobacteriota	18	-527.768473	-1173.834682	-496.440409	-76.428549	-1.04	ambiguous
NZ_JABWDU010000002_1_908_iptm0_958_s0	29	-717.385496	-1363.451729	-686.091599	-76.428549	-1.05	ambiguous
A0A7V5CT36_acidobacterium	22	-717.120540	-1363.186801	-685.681351	-76.428549	-1.07	ambiguous
C1F788_acidobacterium	15	-488.496826	-1134.563106	-457.133835	-76.428549	-1.08	ambiguous
A0A1I7NU34_hyphomicrobium	22	-717.127705	-1363.193996	-685.682034	-76.428549	-1.09	ambiguous
NZ_LGHK01000016_1_54_iptm0_972_s0	35	-1024.146834	-1670.213260	-992.703598	-76.428549	-1.17	ambiguous
NZ_CP003181_2_2084_iptm0_929_s0	15	-488.505886	-1134.572323	-457.147784	-76.428549	-1.18	ambiguous
NZ_CP030050_1_6813_iptm0_973_s0	35	-1024.081107	-1670.147582	-992.640178	-76.428549	-1.20	ambiguous
C1F2E2_acidobacterium	15	-488.481980	-1134.548496	-457.155017	-76.428549	-1.23	ambiguous
D3FBN6_conexibacter	18	-527.783892	-1173.850418	-496.443094	-76.428549	-1.24	ambiguous
NZ_SACP01000015_1_43_iptm0_965_s0	28	-795.675540	-1441.742095	-764.265073	-76.428549	-1.25	ambiguous
NZ_PYFW01000014_1_37_iptm0_974_s0	35	-1024.236836	-1670.303404	-992.791953	-76.428549	-1.26	ambiguous
A0AAE5CBQ6_gemmatimonadota	32	-984.889452	-1630.956027	-953.424761	-76.428549	-1.27	ambiguous
NZ_NAEX01000176_1_121_iptm0_969_s0	34	-965.602361	-1611.668967	-934.124545	-76.428549	-1.29	ambiguous
A0A3E0VLS7_actinobacteriota	15	-488.409187	-1134.475806	-457.036740	-76.428549	-1.29	ambiguous
NZ_JAFCJH010000009_1_77_iptm0_966_s0	34	-965.503058	-1611.569777	-934.043436	-76.428549	-1.36	ambiguous
NZ_JABWGX010000007_1_41_iptm0_902_s0	24	-697.641340	-1343.708087	-666.251094	-76.428549	-1.38	ambiguous
NZ_LBJC01000027_1_119_iptm0_971_s0	35	-1024.243566	-1670.310323	-992.798951	-76.428549	-1.38	ambiguous
03_Euk_a0a8b8qqh9_domain1chaina-pqq-la_model	48	-1942.364115	-2588.430961	-1910.893580	-76.428549	-1.44	ambiguous
NZ_MKFI01000010_1_121_iptm0_982_s0	22	-717.047441	-1363.114299	-685.680287	-76.428549	-1.44	ambiguous
03_Euk_a0a7c8ijj4_domain1chaina-pqq-la_model	48	-1942.328843	-2588.395797	-1910.863298	-76.428549	-1.51	ambiguous
fernperox	21	-604.177166	-1250.244192	-572.811274	-	-1.55	ambiguous
NZ_NWTG01000021_1_22_iptm0_969_s0	34	-965.598876	-1611.665914	-934.122327	-76.428549	-1.56	ambiguous
NZ_PSRS01000033_1_51_iptm0_973_s0	35	-1024.252898	-1670.319941	-992.805567	-76.428549	-1.56	ambiguous
NZ_JAFCKT010000017_1_39_iptm0_967_s0	34	-965.327047	-1611.394187	-933.869715	-76.428549	-1.62	ambiguous
NZ_LSEF01000033_1_101_iptm0_972_s0	35	-1024.239494	-1670.306667	-992.794141	-76.428549	-1.64	ambiguous
A0A3A3ZIQ4_actinobacteriota	18	-527.806926	-1173.874168	-496.438551	-76.428549	-1.69	ambiguous
A0A140E4J4_methylomonas	22	-717.147053	-1363.214320	-685.712522	-76.428549	-1.70	ambiguous
A0A7V4XU60_acidobacterium	21	-567.048771	-1213.116060	-535.715831	-76.428549	-1.71	ambiguous
A0A1G6V336_actinobacteriota	15	-488.446460	-1134.513877	-457.153367	-76.428549	-1.80	ambiguous
NZ_LWIG01000012_1_224_iptm0_969_s0	34	-965.394111	-1611.461529	-933.927610	-76.428549	-1.80	ambiguous
03_Euk_a0a2z6r3l1_domain1chaina-pqq-la_model	58	-2210.151815	-2856.219234	-2178.682167	-76.428549	-1.80	ambiguous
NZ_CP064692_1_6564_iptm0_968_s0	35	-1024.246763	-1670.314223	-992.798341	-76.428549	-1.82	ambiguous
A0A1G8FGU0_actinobacteriota	15	-488.505239	-1134.572797	-457.157923	-76.428549	-1.88	ambiguous
A0A7V5CTM5_acidobacterium	15	-488.508234	-1134.575792	-457.141804	-76.428549	-1.88	ambiguous
A0A0H2KI43_actinobacteriota	15	-488.518130	-1134.585722	-457.159355	-76.428549	-1.91	ambiguous
03_Euk_a0a9p8mn90_domain1chaina-pqq-la_model	48	-1942.185409	-2588.253007	-1910.714345	-76.428549	-1.91	ambiguous
NZ_VIDV02000143_1_72_iptm0_973_s0	35	-1024.202981	-1670.270586	-992.755656	-76.428549	-1.91	ambiguous
03_Euk_a0a2s6c512_domain1chaina-pqq-la_model	48	-1942.230099	-2588.297724	-1910.758352	-76.428549	-1.93	ambiguous
A0A1C6RH42_actinobacteriota	15	-488.503378	-1134.571080	-457.148928	-76.428549	-1.97	ambiguous
NZ_JACIEE010000003_1_63_iptm0_931_s0	24	-643.473164	-1289.541015	-612.102947	-76.428549	-2.07	ambiguous
A0A7G1NZN5_actinobacteriota	26	-756.825850	-1402.893790	-725.403761	-76.428549	-2.12	ambiguous
NZ_LPUX01000061_1_484_iptm0_941_s0	21	-567.040767	-1213.108710	-535.716022	-76.428549	-2.13	ambiguous
A0A7V4XRH5_acidobacterium	15	-488.532246	-1134.600199	-457.153865	-76.428549	-2.13	ambiguous
03_Euk_a0a7j7pmx4_domain2chaina-pqq-la_model	42	-1772.418985	-2418.486971	-1741.026416	-76.428549	-2.15	ambiguous
03_Euk_a0aaj0fkv7_domain1chaina-pqq-la_model	48	-1942.370689	-2588.438703	-1910.897366	-76.428549	-2.17	ambiguous
NZ_JAENXS010000001_1_38_iptm0_927_s0	15	-488.512646	-1134.580661	-457.149652	-76.428549	-2.17	ambiguous
NZ_VRUZ01000059_1_16_iptm0_845_s0	18	-527.770997	-1173.839029	-496.439065	-76.428549	-2.18	ambiguous
03_Euk_a0aad5nei3_domain1chaina-pqq-la_model	32	-1504.576308	-2150.644470	-1473.205999	-76.428549	-2.26	ambiguous
NZ_BPQO01000010_1_167_iptm0_982_s0	18	-527.796926	-1173.865091	-496.440353	-76.428549	-2.27	ambiguous
A0A6I3KIM6_hyphomicrobium	35	-986.609567	-1632.677767	-955.133305	-76.428549	-2.29	ambiguous
01_Cav_bbl57595_1-pqq-la_model	51	-1976.949932	-2623.018152	-1945.503483	-76.428549	-2.30	ambiguous
A0A1H1MAB1_actinobacteriota	18	-527.607686	-1173.675915	-496.267509	-76.428549	-2.31	ambiguous
NZ_JYMT01000035_1_137_iptm0_970_s0	34	-965.550514	-1611.618791	-934.089782	-76.428549	-2.34	ambiguous
03_Euk_a0a9p4vqh6_domain1chaina-pqq-la_model	39	-1733.041018	-2379.109307	-1701.627952	-76.428549	-2.34	ambiguous
D3F2U0_conexibacter	22	-717.129326	-1363.197618	-685.710582	-76.428549	-2.34	ambiguous
A0A4S5EUI0_frankia	19	-603.000887	-1249.069191	-571.626619	-76.428549	-2.35	ambiguous
afipia_1356_k17760	27	-736.918523	-1382.986885	-705.517798	-76.428549	-2.39	ambiguous
lanthhyd_NZ_JAKSYI	39	-985.266201	-1631.334604	-953.879949	-76.428549	-2.41	ambiguous
C5CGN6_bryobacter	28	-795.518278	-1441.586681	-764.081200	-76.428549	-2.41	ambiguous
C5CIE7_bryobacter	15	-488.463531	-1134.531934	-457.138950	-76.428549	-2.41	ambiguous
A0A5C7WJ23_methylophilus	18	-527.799092	-1173.867520	-496.452787	-76.428549	-2.43	ambiguous
NZ_RYFI01000010_1_91_iptm0_809_s0	25	-756.389794	-1402.458229	-725.022894	-76.428549	-2.43	ambiguous
RXJC01000147_1_11_iptm0_971_s0	35	-1024.259746	-1670.328276	-992.816585	-76.428549	-2.49	ambiguous
C1F5U7_acidobacterium	18	-527.735541	-1173.804106	-496.430356	-76.428549	-2.52	ambiguous
A0A5C7WK46_methylophilus	38	-1080.083036	-1726.151620	-1048.588579	-76.428549	-2.53	ambiguous
B1LZG4_methylorubrum	22	-717.157067	-1363.225663	-685.731253	-76.428549	-2.54	ambiguous
NZ_CP015880_1_133_iptm0_920_s0	21	-567.099663	-1213.168261	-535.735003	-76.428549	-2.54	ambiguous
03_Euk_a0aa36iq39_domain1chaina-pqq-la_model	51	-1981.682037	-2627.750639	-1950.223369	-76.428549	-2.54	ambiguous
NZ_JAKSYI010000031_1_14_iptm0_978_s0	39	-985.151544	-1631.220177	-953.768542	-76.428549	-2.56	ambiguous
NZ_JADPKR010000114_1_95_iptm0_971_s0	35	-1024.125193	-1670.193855	-992.687730	-76.428549	-2.58	ambiguous
03_Euk_a0a6p4hp01_domain1chaina-pqq-la_model	46	-1961.824744	-2607.893443	-1930.355891	-76.428549	-2.60	ambiguous
NZ_NKUI01000153_1_17_iptm0_918_s0	31	-834.676431	-1480.745155	-803.265011	-76.428549	-2.62	ambiguous
NZ_JAHBGE010000013_1_21_iptm0_934_s0	15	-488.309661	-1134.378413	-456.992383	-76.428549	-2.63	ambiguous
NZ_JAAHTB010000021_1_52_iptm0_939_s0	15	-488.494878	-1134.563732	-457.138490	-76.428549	-2.70	ambiguous
NZ_CP029173_1_2083_iptm0_904_s0	41	-1102.407368	-1748.476281	-1070.948535	-76.428549	-2.73	ambiguous
JAFECG010000028_1_150_iptm0_950_s0	28	-795.726325	-1441.795244	-764.287158	-76.428549	-2.74	ambiguous
NZ_QWDD01000001_1_2000_iptm0_977_s0	15	-488.426004	-1134.494927	-457.156077	-76.428549	-2.74	ambiguous
NZ_KB375281_1_1356_iptm0_992_rank0	27	-736.800099	-1382.869037	-705.402482	-76.428549	-2.75	ambiguous
NZ_AP022332_1_755_iptm0_933_s0	41	-1102.565422	-1748.634391	-1071.091737	-76.428549	-2.77	ambiguous
03_Euk_a8nww3_domain1chaina-pqq-la_model	39	-1733.191688	-2379.260672	-1701.778082	-76.428549	-2.78	ambiguous
NZ_FRXO01000001_1_32_iptm0_943_s0	20	-508.273204	-1154.342198	-476.948831	-76.428549	-2.78	ambiguous
03_Euk_a0a6a6i3v4_domain1chaina-pqq-la_model	48	-1942.343131	-2588.412141	-1910.875420	-76.428549	-2.79	ambiguous
NZ_BPQV01000005_1_261_iptm0_903_s0	31	-834.940602	-1481.009624	-803.534917	-76.428549	-2.80	ambiguous
NZ_KB889963_1_2881_iptm0_977_s0	15	-488.349484	-1134.418572	-457.086577	-76.428549	-2.84	ambiguous
C5CJ35_bryobacter	26	-831.637491	-1477.706611	-800.180246	-76.428549	-2.86	ambiguous
03_Euk_a0a6a3afc9_domain1chaina-pqq-la_model	35	-1543.858338	-2189.927462	-1512.498366	-76.428549	-2.87	ambiguous
NZ_JAPRAQ010000023_1_93_iptm0_967_s0	34	-965.578134	-1611.647282	-934.120763	-76.428549	-2.88	ambiguous
NZ_JADPKT010000084_1_236_iptm0_969_s0	34	-965.395191	-1611.464361	-933.938658	-76.428549	-2.90	ambiguous
A0A840ILI3_conexibacter	22	-717.120971	-1363.190160	-685.718242	-76.428549	-2.91	ambiguous
NZ_JAERVJ010000008_1_98_iptm0_971_s0	15	-488.396035	-1134.465247	-457.125763	-76.428549	-2.92	ambiguous
A0A1X1YPB8_actinobacteriota	15	-488.478021	-1134.547303	-457.160909	-76.428549	-2.97	ambiguous
phage_La_sample_0	34	-965.555438	-1611.624724	-934.084851	-76.428549	-2.97	ambiguous
NZ_JAFCKB010000005_1_287_iptm0_972_s0	35	-1024.154772	-1670.224125	-992.711523	-76.428549	-3.01	ambiguous
03_Euk_a0a0d2a1i3_domain1chaina-pqq-la_model	48	-1942.373651	-2588.443024	-1910.902169	-76.428549	-3.02	ambiguous
colinpqq_ca_q9z4j7_pqq_la_model	51	-1981.542298	-2627.611726	-1950.097382	-76.428549	-3.06	ambiguous
NC_018485_1_582_iptm0_939_s0	15	-488.512810	-1134.582253	-457.157563	-76.428549	-3.07	ambiguous
NZ_VRUW01000043_1_6_iptm0_839_s0	15	-488.502590	-1134.572121	-457.127315	-76.428549	-3.12	ambiguous
NZ_JADNQY010000028_1_821_iptm0_935_s0	15	-488.502880	-1134.572491	-457.146740	-76.428549	-3.17	ambiguous
C1F7X4_acidobacterium	18	-527.772750	-1173.842366	-496.440317	-76.428549	-3.18	ambiguous
A0A2T0VBK7_actinobacteriota	8	-259.863412	-905.933134	-228.579008	-76.428549	-3.24	EXCLUDE (under-carved)
A0A5Q0LIH4_actinobacteriota	18	-527.797053	-1173.866785	-496.439568	-76.428549	-3.25	ambiguous
NZ_JADNQY010000028_1_826_iptm0_980_s0	15	-488.294680	-1134.364438	-457.022144	-76.428549	-3.26	ambiguous
A0A2A9F2L9_actinobacteriota	18	-527.592464	-1173.662222	-496.311609	-76.428549	-3.26	ambiguous
NZ_LNQC01000044_1_235_iptm0_943_s0	21	-567.035555	-1213.105318	-535.718555	-76.428549	-3.27	ambiguous
NZ_JACVBB010000003_1_442_iptm0_935_s0	21	-567.098458	-1213.168221	-535.732556	-76.428549	-3.27	ambiguous
NZ_KI912577_1_3697_iptm0_917_s0	20	-508.282216	-1154.352003	-476.961071	-76.428549	-3.28	ambiguous
rifoxy	36	-1174.339804	-1820.409602	-1142.818082	-76.428549	-3.29	ambiguous
01_Cav_q88jh5-pqq-la_model	51	-1981.542003	-2627.611835	-1950.101788	-76.428549	-3.31	ambiguous
03_Euk_a0a7i8wa95_domain1_contigchaina-pqq-la_model	48	-1942.348325	-2588.418161	-1910.913714	-76.428549	-3.31	ambiguous
fern_endogluc2_A0A8T2UP91	31	-872.031008	-1518.100962	-840.612384	-76.428549	-3.39	ambiguous
A0A7V4XRK7_acidobacterium	15	-488.494852	-1134.564811	-457.154882	-76.428549	-3.39	ambiguous
NZ_CP034086_1_1788_iptm0_979_s0	15	-488.425323	-1134.495351	-457.154714	-76.428549	-3.43	ambiguous
NZ_PYDU01000007_1_144_iptm0_980_s0	15	-488.427657	-1134.497699	-457.157637	-76.428549	-3.44	ambiguous
NZ_JABAIH010000018_1_9_iptm0_982_s0	18	-527.791952	-1173.862000	-496.428958	-76.428549	-3.45	ambiguous
VGDT01000001_1_258_iptm0_983_s0	15	-488.425145	-1134.495221	-457.152292	-76.428549	-3.46	ambiguous
NZ_CP044328_1_2999_iptm0_975_s0	15	-488.426874	-1134.496965	-457.155023	-76.428549	-3.47	ambiguous
NZ_SPQT01000017_1_102_iptm0_972_s0	35	-1024.260490	-1670.330620	-992.817254	-76.428549	-3.50	ambiguous
colinpqq_ca_q88jh5_pqq_la_model	51	-1981.614407	-2627.684539	-1950.174010	-76.428549	-3.50	ambiguous
A0A0D8BFV1_frankia	25	-681.551163	-1327.621389	-650.176318	-76.428549	-3.56	ambiguous
NZ_JALKCH010000004_1_138_iptm0_946_s0	15	-488.475526	-1134.545783	-457.157569	-76.428549	-3.58	ambiguous
NZ_JADNQZ010000058_1_478_iptm0_977_s0	18	-527.703174	-1173.773487	-496.431041	-76.428549	-3.61	ambiguous
NZ_BPQM01000023_1_12_iptm0_980_s0	18	-527.796525	-1173.866855	-496.439473	-76.428549	-3.62	ambiguous
C5CEZ5_bryobacter	21	-567.089872	-1213.160208	-535.715484	-76.428549	-3.63	ambiguous
NZ_CP044328_1_2989_iptm0_913_s0	41	-1102.556664	-1748.627012	-1071.098862	-76.428549	-3.63	ambiguous
C1F1C5_acidobacterium	52	-1387.655605	-2033.726000	-1356.211496	-76.428549	-3.66	ambiguous
e084la_Aldedh_iptm0_966_s0	29	-717.409793	-1363.480220	-686.090467	-76.428549	-3.68	ambiguous
A0A840I7I3_conexibacter	18	-527.726771	-1173.797202	-496.359853	-76.428549	-3.69	ambiguous
NZ_JAFCKF010000003_1_859_iptm0_972_s0	35	-1024.241697	-1670.312145	-992.800425	-76.428549	-3.70	ambiguous
NZ_RQIT01000014_1_79_iptm0_903_s0	29	-717.163759	-1363.234231	-685.834966	-76.428549	-3.71	ambiguous
NZ_JAGIKT010000066_1_81_iptm0_966_s0	34	-965.513543	-1611.584031	-934.056300	-76.428549	-3.72	ambiguous
NZ_WNKS01000003_1_323_iptm0_944_s0	25	-756.207208	-1402.277762	-724.796276	-76.428549	-3.76	ambiguous
JACOWC010000092_1_2_iptm0_982_s0	15	-488.424858	-1134.495415	-457.151603	-76.428549	-3.77	ambiguous
NC_018485_1_578_iptm0_981_s0	15	-488.398596	-1134.469162	-457.130876	-76.428549	-3.77	ambiguous
A0A7V4XQD8_acidobacterium	8	-259.835351	-905.905930	-228.575718	-76.428549	-3.78	EXCLUDE (under-carved)
A0A0D8B9R0_frankia	8	-259.840636	-905.911220	-228.574015	-76.428549	-3.78	EXCLUDE (under-carved)
D3F960_conexibacter	29	-870.799376	-1516.869975	-839.363374	-76.428549	-3.79	ambiguous
QFPN01000012_1_137_iptm0_852_s0	27	-736.877520	-1382.948121	-705.503681	-76.428549	-3.79	ambiguous
C1F320_acidobacterium	15	-488.475742	-1134.546347	-457.157623	-76.428549	-3.80	ambiguous
C5CHF3_bryobacter	11	-299.104123	-945.174732	-267.854675	-76.428549	-3.80	EXCLUDE (under-carved)
C1F100_acidobacterium	8	-259.830740	-905.901380	-228.576180	-76.428549	-3.82	EXCLUDE (under-carved)
NZ_CP015880_1_125_iptm0_903_s0	15	-488.516246	-1134.586972	-457.160632	-76.428549	-3.87	ambiguous
NZ_JAAHTB010000021_1_40_iptm0_966_s0	28	-795.627542	-1441.698311	-764.252954	-76.428549	-3.90	ambiguous
A0A2H1HL24_actinobacteriota	15	-488.501698	-1134.572476	-457.153091	-76.428549	-3.90	ambiguous
A0A1I4TG41_actinobacteriota	11	-299.124997	-945.195841	-267.844425	-76.428549	-3.95	EXCLUDE (under-carved)
A9B397_methylosinus	11	-299.154673	-945.225548	-267.864503	-76.428549	-3.97	EXCLUDE (under-carved)
03_Euk_a0a420y7b6_domain1chaina-pqq-la_model	48	-1942.366594	-2588.437505	-1910.898102	-76.428549	-3.99	ambiguous
NZ_PYFW01000014_1_41_iptm0_969_s0	34	-964.902797	-1610.973736	-933.459506	-76.428549	-4.01	ambiguous
A9B5P3_methylosinus	32	-985.026464	-1631.097407	-953.554134	-76.428549	-4.01	ambiguous
rifoxy_LaHec_3La	36	-1174.278874	-1820.349820	-1142.760064	-76.428549	-4.01	ambiguous
NZ_JAAUVI010000007_1_15_iptm0_955_s0	28	-795.668604	-1441.739578	-764.294531	-76.428549	-4.03	ambiguous
NZ_MBSO01000002_1_48_iptm0_905_s0	15	-488.423572	-1134.494561	-457.073234	-76.428549	-4.04	ambiguous
NZ_JACIHD010000002_1_675_iptm0_968_s0	34	-965.567258	-1611.638267	-934.108693	-76.428549	-4.05	ambiguous
A0A5N5ENK5_actinobacteriota	8	-259.848824	-905.919881	-228.576321	-76.428549	-4.08	EXCLUDE (under-carved)
NZ_JADPIY010000029_1_172_iptm0_973_s0	35	-1024.245072	-1670.316133	-992.802884	-76.428549	-4.08	ambiguous
JAFECE010000002_1_120_iptm0_932_s0	15	-488.507926	-1134.579007	-457.151526	-76.428549	-4.09	ambiguous
NZ_LAZS01000006_1_618_iptm0_919_s0	15	-488.514417	-1134.585504	-457.157719	-76.428549	-4.10	ambiguous
NZ_LUUB01000038_1_82_iptm0_985_s0	34	-965.475956	-1611.547049	-934.020843	-76.428549	-4.10	ambiguous
colinpqq_ca_p38539_pqq_la_model	44	-1753.056232	-2399.127329	-1721.640550	-76.428549	-4.10	ambiguous
A0A7V5CV45_acidobacterium	11	-299.107768	-945.178870	-267.863152	-76.428549	-4.11	EXCLUDE (under-carved)
NZ_LMMW01000008_1_10_iptm0_910_s0	31	-834.931536	-1481.002643	-803.528028	-76.428549	-4.11	ambiguous
D3F7V6_conexibacter	26	-831.490679	-1477.561800	-800.083410	-76.428549	-4.12	ambiguous
03_Euk_a0a8t2t210_domain1chaina-pqq-la_model	58	-2210.192342	-2856.263486	-2178.689803	-76.428549	-4.13	ambiguous
ferncellul2_A0A9D4V3A3	31	-872.085014	-1518.156170	-840.658653	-76.428549	-4.14	ambiguous
A0A7V4XUF9_acidobacterium	32	-984.893984	-1630.965157	-953.433665	-76.428549	-4.15	ambiguous
NZ_JADNRA010000031_1_189_iptm0_944_s0	15	-488.503162	-1134.574381	-457.150168	-76.428549	-4.18	ambiguous
adendeam_A0A950E6K5	18	-527.631946	-1173.703187	-496.303682	-76.428549	-4.20	ambiguous
A0A840IBV0_conexibacter	11	-299.141305	-945.212570	-267.859327	-76.428549	-4.21	EXCLUDE (under-carved)
VAZP01000222_1_6_iptm0_808_s0	21	-567.057881	-1213.129167	-535.726155	-76.428549	-4.22	ambiguous
NZ_SACP01000015_1_59_iptm0_923_s0	15	-488.458062	-1134.529409	-457.104662	-76.428549	-4.26	ambiguous
NZ_LMNL01000009_1_3_iptm0_935_s0	15	-488.512491	-1134.583851	-457.156619	-76.428549	-4.27	ambiguous
A0A2P8QC45_actinobacteriota	22	-717.119527	-1363.190910	-685.687237	-76.428549	-4.28	ambiguous
NZ_JACVBB010000003_1_434_iptm0_903_s0	15	-488.509006	-1134.580450	-457.153981	-76.428549	-4.32	ambiguous
NZ_WVUF01000003_1_69_iptm0_972_s0	35	-1024.248074	-1670.319521	-992.803436	-76.428549	-4.32	ambiguous
03_Euk_a0a7j6jpf3_domain1chaina-pqq-la_model	48	-1942.370230	-2588.441693	-1910.902937	-76.428549	-4.33	ambiguous
NZ_BPQP01000072_1_48_iptm0_962_s0	15	-488.503896	-1134.575371	-457.154867	-76.428549	-4.34	ambiguous
A0A3S9HZT8_actinobacteriota	15	-488.491724	-1134.563206	-457.164617	-76.428549	-4.35	ambiguous
A0A840IEU7_conexibacter	29	-870.930999	-1517.002496	-839.466902	-76.428549	-4.36	ambiguous
NZ_FOQJ01000006_1_48_iptm0_970_s0	34	-965.513382	-1611.584907	-934.055666	-76.428549	-4.37	ambiguous
SRXN01000029_1_21_iptm0_918_s0	15	-488.364121	-1134.435691	-457.119291	-76.428549	-4.40	ambiguous
NZ_JAFCJM010000013_1_95_iptm0_968_s0	35	-1024.270234	-1670.341805	-992.827967	-76.428549	-4.40	ambiguous
A9AYR7_methylosinus	45	-1233.705814	-1879.777460	-1202.260342	-76.428549	-4.45	ambiguous
A0A5C7WM60_methylophilus	18	-527.717884	-1173.789539	-496.435067	-76.428549	-4.46	ambiguous
A0A1A2V1M8_actinobacteriota	8	-259.850360	-905.922070	-228.573729	-76.428549	-4.49	EXCLUDE (under-carved)
C1F1G6_acidobacterium	11	-299.111575	-945.183373	-267.850832	-76.428549	-4.54	EXCLUDE (under-carved)
NZ_LGHM01000118_1_15_iptm0_973_s0	34	-965.555085	-1611.626980	-934.082230	-76.428549	-4.61	ambiguous
VGDT01000001_1_248_iptm0_896_s0	31	-834.987236	-1481.059168	-803.577225	-76.428549	-4.63	ambiguous
NZ_JTLA01000073_1_3_iptm0_910_s0	21	-567.071380	-1213.143323	-535.707114	-76.428549	-4.64	ambiguous
NZ_CP015880_1_131_iptm0_974_s0	32	-985.032812	-1631.104762	-953.551666	-76.428549	-4.64	ambiguous
NZ_LAZS01000006_1_613_iptm0_913_s0	25	-756.406729	-1402.478680	-725.004704	-76.428549	-4.64	ambiguous
NZ_JABAIH010000018_1_7_iptm0_940_s0	15	-488.505138	-1134.577107	-457.157739	-76.428549	-4.65	ambiguous
NZ_JADPJI010000005_1_32_iptm0_968_s0	34	-965.400832	-1611.472840	-933.948209	-76.428549	-4.68	ambiguous
03_Euk_a0a3n4jpm1_domain1chaina-pqq-la_model	41	-1713.738425	-2359.810440	-1682.352437	-76.428549	-4.68	ambiguous
A0A840I8J1_conexibacter	11	-299.130061	-945.202098	-267.866762	-76.428549	-4.69	EXCLUDE (under-carved)
D3F8N5_conexibacter	22	-717.138813	-1363.210885	-685.711358	-76.428549	-4.72	ambiguous
C1F793_acidobacterium	8	-259.837297	-905.909393	-228.577847	-76.428549	-4.73	EXCLUDE (under-carved)
CP090106_1_2330_iptm0_927_s0	11	-299.155339	-945.227439	-267.862202	-76.428549	-4.73	EXCLUDE (under-carved)
